destino,producto,precio,presentacion,pMin,calidad,origen,obs,pMax
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Piña grande,8.00,Kilogramo,7.00,Primera,Puebla,,8.00
Veracruz: Central de Abasto de Jalapa,Piña grande,31.00,Pieza,31.00,Primera,Veracruz,,32.00
Veracruz: Central de Abasto de Minatitlán,Piña grande,26.00,Pieza,25.00,Primera,Veracruz,,26.00
Veracruz: Mercado Malibrán,Piña grande,25.00,Pieza,20.00,Primera,Veracruz,,25.00
Yucatán: Central de Abasto de Mérida,Piña grande,20.00,Pieza,20.00,Primera,Veracruz,,20.00
Yucatán: Centro Mayorista Oxkutzcab,Piña grande,25.00,Pieza,25.00,Primera,Veracruz,,25.00
Zacatecas: Mercado de Abasto de Zacatecas,Piña grande,11.00,Kilogramo,11.00,Primera,Veracruz,,11.00
"Baja California : Central de Abasto INDIA, Tijuana",Pera Bosco,320.00,Caja de 18 kg.,320.00,Primera,Importación,,320.00
Yucatán: Centro Mayorista Oxkutzcab,Pitaya,330.00,Caja de 20 kg.,330.00,Primera,Yucatán,,330.00
"Baja California : Central de Abasto INDIA, Tijuana",Plátano Chiapas,150.00,Caja de 18 kg.,150.00,Primera,Tabasco,,150.00
Baja California Sur: Unión de Comerciantes de La Paz,Plátano Chiapas,220.00,Caja de 18 kg.,200.00,Primera,Colima,,220.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Plátano Chiapas,8.00,Kilogramo,7.00,Primera,Tabasco,,8.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Plátano Chiapas,4.00,Kilogramo,4.00,Primera,Chiapas,,5.00
Chihuahua: Central de Abasto de Chihuahua,Plátano Chiapas,165.00,Caja de 18 kg.,165.00,Primera,Chiapas,,280.00
DF: Central de Abasto de Iztapalapa DF,Plátano Chiapas,75.00,Caja de 18 kg.,70.00,Primera,Chiapas,,80.00
Guerrero: Central de Abastos de Acapulco,Plátano Chiapas,7.00,Kilogramo,7.00,Primera,Guerrero,,7.00
México: Central de Abasto de Ecatepec,Plátano Chiapas,110.00,Caja de 18 kg.,100.00,Primera,Chiapas,,110.00
Morelos: Central de Abasto de Cuautla,Plátano Chiapas,90.00,Caja de 18 kg.,90.00,Primera,Chiapas,,100.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Plátano Chiapas,120.00,Caja de 18 kg.,120.00,Primera,Chiapas,,130.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Plátano Chiapas,175.00,Caja de 20 kg.,160.00,Primera,Chiapas,,180.00
Tamaulipas: Módulo de Abasto de Reynosa,Plátano Chiapas,150.00,Caja de 18 kg.,145.00,Primera,Nuevo León,,150.00
Yucatán: Central de Abasto de Mérida,Plátano Chiapas,130.00,Caja de 20 kg.,130.00,Primera,Tabasco,,130.00
Yucatán: Centro Mayorista Oxkutzcab,Plátano Chiapas,110.00,Caja de 20 kg.,110.00,Primera,Tabasco,,110.00
"Yucatán: Mercado ""Casa del Pueblo""",Plátano Chiapas,120.00,Caja de 20 kg.,120.00,Primera,Tabasco,,120.00
"Durango: Central de Abasto ""Francisco Villa""",Perón,140.00,Reja de 22 kg.,140.00,Primera,Durango,,150.00
Baja California Sur: Unión de Comerciantes de La Paz,Plátano Dominico,280.00,Caja de 18 kg.,270.00,Primera,Jalisco,,280.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Plátano Dominico,10.00,Kilogramo,10.00,Primera,Chiapas,,12.00
DF: Central de Abasto de Iztapalapa DF,Plátano Dominico,140.00,Caja de 17 kg.,130.00,Primera,Chiapas,,150.00
Guanajuato: Central de Abasto de León,Plátano Dominico,155.00,Caja de 14 kg.,150.00,Primera,Veracruz,,155.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Plátano Dominico,160.00,Caja de 20 kg.,130.00,Primera,Colima,,160.00
Hidalgo: Central de Abasto de Pachuca,Plátano Dominico,170.00,Caja de 25 kg.,160.00,Primera,Chiapas,CAJA DE MADERA,170.00
Hidalgo: Central de Abasto de Pachuca,Plátano Dominico,180.00,Caja de 25 kg.,160.00,Primera,Tabasco,CAJA DE MADERA,180.00
Jalisco: Mercado de Abasto de Guadalajara,Plátano Dominico,10.00,Kilogramo,10.00,Primera,Veracruz,,10.50
Jalisco: Mercado Felipe Ángeles de Guadalajara,Plátano Dominico,11.50,Kilogramo,11.50,Primera,Veracruz,,11.50
México: Central de Abasto de Ecatepec,Plátano Dominico,140.00,Caja de 17 kg.,135.00,Primera,Veracruz,,140.00
México: Central de Abasto de Toluca,Plátano Dominico,150.00,Caja de 18 kg.,140.00,Primera,Veracruz,,150.00
Michoacán: Mercado de Abasto de Morelia,Plátano Dominico,10.00,Kilogramo,9.50,Primera,Veracruz,,10.00
Morelos: Central de Abasto de Cuautla,Plátano Dominico,140.00,Caja de 18 kg.,130.00,Primera,Chiapas,,150.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Plátano Dominico,14.00,Kilogramo,14.00,Primera,Chiapas,,14.00
Puebla: Central de Abasto de Puebla,Plátano Dominico,135.00,Caja de 18 kg.,130.00,Primera,Chiapas,,135.00
Querétaro: Mercado de Abasto de Querétaro,Plátano Dominico,150.00,Caja de 16 kg.,140.00,Primera,Chiapas,,160.00
Veracruz: Central de Abasto de Jalapa,Plátano Dominico,8.00,Kilogramo,7.50,Primera,Veracruz,,8.00
Veracruz: Central de Abasto de Minatitlán,Plátano Dominico,8.00,Kilogramo,7.50,Primera,Veracruz,,8.00
Baja California Sur: Unión de Comerciantes de La Paz,Plátano Macho,270.00,Caja de 18 kg.,270.00,Primera,Jalisco,,270.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Plátano Macho,12.00,Kilogramo,9.00,Primera,Tabasco,,12.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Plátano Macho,7.00,Kilogramo,7.00,Primera,Chiapas,,8.00
DF: Central de Abasto de Iztapalapa DF,Plátano Macho,7.00,Kilogramo,6.00,Primera,Chiapas,,8.00
Guanajuato: Central de Abasto de León,Plátano Macho,155.00,Caja de 14 kg.,155.00,Primera,Chiapas,,160.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Plátano Macho,10.00,Kilogramo,8.30,Primera,Colima,,11.00
Guerrero: Central de Abastos de Acapulco,Plátano Macho,10.00,Kilogramo,10.00,Primera,Guerrero,,10.00
Hidalgo: Central de Abasto de Pachuca,Plátano Macho,170.00,Caja de 25 kg.,160.00,Primera,Tabasco,CAJA DE MADERA,170.00
Jalisco: Mercado de Abasto de Guadalajara,Plátano Macho,9.00,Kilogramo,9.00,Primera,Veracruz,,9.50
Jalisco: Mercado Felipe Ángeles de Guadalajara,Plátano Macho,10.50,Kilogramo,10.50,Primera,Veracruz,,10.50
México: Central de Abasto de Ecatepec,Plátano Macho,9.50,Kilogramo,9.00,Primera,Chiapas,,10.00
México: Central de Abasto de Toluca,Plátano Macho,11.00,Kilogramo,10.00,Primera,Veracruz,,11.00
Michoacán: Mercado de Abasto de Morelia,Plátano Macho,11.50,Kilogramo,11.00,Primera,Veracruz,,11.50
Morelos: Central de Abasto de Cuautla,Plátano Macho,8.00,Kilogramo,7.00,Primera,Chiapas,,8.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Plátano Macho,7.50,Kilogramo,6.00,Primera,Jalisco,,8.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Plátano Macho,9.00,Kilogramo,5.00,Primera,Nayarit,,9.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Plátano Macho,12.00,Kilogramo,12.00,Primera,Tabasco,,12.00
Puebla: Central de Abasto de Puebla,Plátano Macho,10.00,Kilogramo,9.50,Primera,Chiapas,,10.00
Querétaro: Mercado de Abasto de Querétaro,Plátano Macho,10.00,Kilogramo,10.00,Primera,Colima,,13.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Plátano Macho,210.00,Caja de 18 kg.,210.00,Primera,Distrito Federal,,210.00
Quintana Roo: Módulo de Abasto Cancún,Plátano Macho,14.00,Kilogramo,14.00,Primera,Distrito Federal,,14.00
Sinaloa: Central de Abasto de Culiacán,Plátano Macho,9.00,Kilogramo,9.00,Primera,Jalisco,,9.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Plátano Macho,335.00,Caja de 18 kg.,330.00,Primera,Jalisco,,340.00
Tabasco: Central de Abasto de Villahermosa,Plátano Macho,6.00,Kilogramo,6.00,Primera,Tabasco,,7.00
Tamaulipas: Módulo de Abasto de Reynosa,Plátano Macho,220.00,Caja de 18 kg.,215.00,Primera,Nuevo León,,220.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Plátano Macho,9.00,Kilogramo,9.00,Primera,Veracruz,,11.00
Veracruz: Central de Abasto de Jalapa,Plátano Macho,8.50,Kilogramo,8.00,Primera,Veracruz,,8.50
Veracruz: Central de Abasto de Minatitlán,Plátano Macho,8.50,Kilogramo,8.00,Primera,Chiapas,,8.50
Veracruz: Mercado Malibrán,Plátano Macho,8.00,Kilogramo,7.50,Primera,Veracruz,,8.00
Yucatán: Central de Abasto de Mérida,Plátano Macho,9.50,Kilogramo,9.50,Primera,Chiapas,,9.50
Yucatán: Centro Mayorista Oxkutzcab,Plátano Macho,8.00,Kilogramo,8.00,Primera,Yucatán,,8.00
"Yucatán: Mercado ""Casa del Pueblo""",Plátano Macho,12.00,Kilogramo,10.00,Primera,Yucatán,,12.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Plátano Manzano,20.00,Kilogramo,15.00,Primera,Tabasco,,20.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Plátano Manzano,9.00,Kilogramo,7.50,Primera,Jalisco,,9.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Plátano Manzano,9.00,Kilogramo,8.00,Primera,Nayarit,,9.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Plátano Manzano,14.00,Kilogramo,14.00,Primera,Chiapas,,14.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Plátano Manzano,290.00,Caja de 18 kg.,290.00,Primera,Distrito Federal,,290.00
Sinaloa: Central de Abasto de Culiacán,Plátano Manzano,14.00,Kilogramo,14.00,Primera,Jalisco,,14.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Plátano Manzano,325.00,Caja de 18 kg.,320.00,Primera,Jalisco,,330.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Plátano Manzano,15.00,Kilogramo,15.00,Primera,Veracruz,,16.00
Veracruz: Central de Abasto de Jalapa,Plátano Manzano,12.00,Kilogramo,12.00,Primera,Veracruz,,13.00
Yucatán: Central de Abasto de Mérida,Plátano Manzano,12.50,Kilogramo,12.50,Primera,Chiapas,,12.50
Yucatán: Centro Mayorista Oxkutzcab,Plátano Manzano,9.00,Kilogramo,9.00,Primera,Yucatán,,9.00
"Yucatán: Mercado ""Casa del Pueblo""",Plátano Manzano,16.00,Kilogramo,15.00,Primera,Yucatán,,16.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Plátano Pera,4.00,Kilogramo,3.00,Primera,Nayarit,,5.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Piña mediana,8.00,Kilogramo,7.50,Primera,Nayarit,,8.50
"Baja California : Central de Abasto INDIA, Tijuana",Piña mediana,290.00,Caja de 20 kg.,290.00,Primera,Veracruz,,290.00
Baja California Sur: Unión de Comerciantes de La Paz,Piña mediana,30.00,Pieza,28.00,Primera,Jalisco,,30.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Piña mediana,13.30,Kilogramo,13.00,Primera,Chiapas,,13.50
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Piña mediana,12.00,Pieza,12.00,Primera,Veracruz,,14.00
Chihuahua: Central de Abasto de Chihuahua,Piña mediana,200.00,Caja de 20 kg.,200.00,Primera,Jalisco,,265.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Piña mediana,11.00,Kilogramo,11.00,Primera,Chiapas,,11.00
DF: Central de Abasto de Iztapalapa DF,Piña mediana,14.00,Pieza,13.00,Primera,Veracruz,,14.00
"Durango: Central de Abasto ""Francisco Villa""",Piña mediana,14.00,Kilogramo,14.00,Primera,Chiapas,,14.50
"Durango: Central de Abasto ""Francisco Villa""",Piña mediana,12.00,Kilogramo,11.50,Primera,Veracruz,,12.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Piña mediana,13.40,Kilogramo,13.00,Primera,Chiapas,,13.50
Guanajuato: Central de Abasto de León,Piña mediana,12.00,Kilogramo,10.00,Primera,Veracruz,,12.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Piña mediana,10.00,Kilogramo,9.00,Primera,Nayarit,,10.00
Guanajuato: Módulo de Abasto Irapuato,Piña mediana,9.50,Kilogramo,9.50,Primera,Veracruz,,10.00
Guerrero: Central de Abastos de Acapulco,Piña mediana,10.00,Kilogramo,10.00,Primera,Guerrero,,10.00
Hidalgo: Central de Abasto de Pachuca,Piña mediana,8.00,Kilogramo,7.00,Primera,Oaxaca,,8.00
México: Central de Abasto de Ecatepec,Piña mediana,26.00,Pieza,25.00,Primera,Veracruz,,30.00
México: Central de Abasto de Toluca,Piña mediana,17.00,Pieza,17.00,Primera,Veracruz,,18.00
Michoacán: Mercado de Abasto de Morelia,Piña mediana,10.50,Kilogramo,10.00,Primera,Veracruz,,10.50
Morelos: Central de Abasto de Cuautla,Piña mediana,14.00,Pieza,13.00,Primera,Veracruz,,14.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Piña mediana,12.00,Kilogramo,10.00,Primera,Jalisco,,13.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Piña mediana,8.00,Kilogramo,8.00,Primera,Oaxaca,,12.00
Puebla: Central de Abasto de Puebla,Piña mediana,21.00,Pieza,20.50,Primera,Veracruz,,21.00
Querétaro: Mercado de Abasto de Querétaro,Piña mediana,9.00,Kilogramo,8.00,Primera,Veracruz,,11.00
Quintana Roo: Módulo de Abasto Cancún,Piña mediana,24.00,Kilogramo,24.00,Primera,Distrito Federal,,24.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Piña mediana,7.50,Kilogramo,7.00,Primera,Veracruz,,8.00
Sonora: Central de Abasto de Cd. Obregón,Piña mediana,10.00,Kilogramo,10.00,Primera,Veracruz,,10.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Piña mediana,13.00,Kilogramo,12.50,Primera,Jalisco,,13.00
Tabasco: Central de Abasto de Villahermosa,Piña mediana,20.00,Pieza,15.00,Primera,Tabasco,,20.00
Tamaulipas: Módulo de Abasto de Reynosa,Piña mediana,170.00,Caja de 15 kg.,170.00,Primera,Nuevo León,,180.00
Veracruz: Central de Abasto de Jalapa,Piña mediana,24.00,Pieza,24.00,Primera,Veracruz,,25.00
Veracruz: Central de Abasto de Minatitlán,Piña mediana,22.00,Pieza,21.00,Primera,Veracruz,,22.00
Veracruz: Mercado Malibrán,Piña mediana,20.00,Pieza,18.00,Primera,Veracruz,,20.00
Yucatán: Central de Abasto de Mérida,Piña mediana,13.00,Pieza,12.00,Primera,Veracruz,,15.00
Yucatán: Centro Mayorista Oxkutzcab,Piña mediana,22.00,Pieza,22.00,Primera,Veracruz,,22.00
"Yucatán: Mercado ""Casa del Pueblo""",Piña mediana,20.00,Pieza,20.00,Primera,Veracruz,,20.00
"Baja California : Central de Abasto INDIA, Tijuana",Rábano,2.00,Manojo,2.00,Primera,Baja California,,2.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Rábano,30.00,Rollo,25.00,Primera,Campeche,,30.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Rábano,11.50,Manojo,10.00,Primera,San Luis Potosí,,12.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Rábano,1.50,Manojo,1.50,Primera,Chiapas,,2.00
"Durango: Central de Abasto ""Francisco Villa""",Rábano,3.00,Manojo,2.50,Primera,Durango,,3.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Rábano,11.50,Manojo,10.00,Primera,San Luis Potosí,,12.00
Guanajuato: Central de Abasto de León,Rábano,12.00,Manojo,12.00,Primera,Guanajuato,,14.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Rábano,8.00,Manojo,8.00,Primera,Guanajuato,,10.00
Guanajuato: Módulo de Abasto Irapuato,Rábano,6.00,Manojo,6.00,Primera,Guanajuato,Manojo de 1 Kg,7.00
Guerrero: Central de Abastos de Acapulco,Rábano,30.00,Manojo de 2 kg.,30.00,Primera,Puebla,,30.00
Jalisco: Mercado de Abasto de Guadalajara,Rábano,9.50,Manojo,9.50,Primera,Jalisco,,10.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Rábano,11.00,Manojo,11.00,Primera,Jalisco,,11.00
Michoacán: Mercado de Abasto de Morelia,Rábano,10.50,Manojo,10.00,Primera,Guanajuato,,10.50
Michoacán: Mercado de Abasto de Morelia,Rábano,10.50,Manojo,10.00,Primera,Michoacán,,10.50
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Rábano,10.00,Manojo,9.00,Primera,Jalisco,,10.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Rábano,6.00,Manojo,5.00,Primera,Distrito Federal,,7.00
Querétaro: Mercado de Abasto de Querétaro,Rábano,10.00,Manojo,9.00,Primera,Guanajuato,,10.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Rábano,20.00,Rollo,20.00,Primera,Distrito Federal,,20.00
Quintana Roo: Módulo de Abasto Cancún,Rábano,11.00,Manojo,11.00,Primera,Distrito Federal,,11.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Rábano,4.75,Manojo,4.50,Primera,San Luis Potosí,,5.00
Sinaloa: Central de Abasto de Culiacán,Rábano,12.00,Manojo,12.00,Primera,Jalisco,,12.00
Sonora: Central de Abasto de Cd. Obregón,Rábano,4.00,Manojo,4.00,Primera,Puebla,,4.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Rábano,3.50,Manojo,3.00,Primera,Sonora,,3.50
Tamaulipas: Módulo de Abasto de Reynosa,Rábano,200.00,Caja de 15 kg.,200.00,Primera,Nuevo León,,210.00
Veracruz: Central de Abasto de Minatitlán,Rábano,14.00,Rollo,13.00,Primera,Puebla,,15.00
Veracruz: Mercado Malibrán,Rábano,15.00,Rollo,13.00,Primera,Puebla,,15.00
Yucatán: Central de Abasto de Mérida,Rábano,14.00,Rollo,14.00,Primera,Distrito Federal,,14.00
Yucatán: Central de Abasto de Mérida,Rábano,3.50,Manojo,3.50,Primera,Yucatán,,4.00
Yucatán: Centro Mayorista Oxkutzcab,Rábano,25.00,Rollo,25.00,Primera,Yucatán,,25.00
"Yucatán: Mercado ""Casa del Pueblo""",Rábano,5.00,Manojo,4.00,Primera,Yucatán,,5.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Plátano Morado,12.00,Kilogramo,12.00,Primera,Tabasco,,12.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Plátano Tabasco,5.40,Kilogramo,4.90,Primera,Colima,,5.90
"Baja California : Central de Abasto INDIA, Tijuana",Plátano Tabasco,150.00,Caja de 18 kg.,150.00,Primera,Tabasco,,150.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Plátano Tabasco,112.00,Caja de 20 kg.,110.00,Primera,Tabasco,,115.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Plátano Tabasco,140.00,Caja de 18 kg.,140.00,Primera,Chiapas,,140.00
DF: Central de Abasto de Iztapalapa DF,Plátano Tabasco,65.00,Caja de 18 kg.,60.00,Primera,Tabasco,,75.00
"Durango: Central de Abasto ""Francisco Villa""",Plátano Tabasco,140.00,Caja de 18 kg.,140.00,Primera,Tabasco,,145.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Plátano Tabasco,115.00,Caja de 20 kg.,110.00,Primera,Tabasco,,116.00
Guanajuato: Central de Abasto de León,Plátano Tabasco,5.00,Kilogramo,4.00,Primera,Colima,,6.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Plátano Tabasco,6.00,Kilogramo,4.50,Primera,Colima,,6.50
Guanajuato: Módulo de Abasto Irapuato,Plátano Tabasco,4.50,Kilogramo,4.20,Primera,Colima,,4.50
Hidalgo: Central de Abasto de Pachuca,Plátano Tabasco,160.00,Caja de 25 kg.,150.00,Primera,Tabasco,CAJA DE MADERA,160.00
Jalisco: Mercado de Abasto de Guadalajara,Plátano Tabasco,7.00,Kilogramo,7.00,Primera,Colima,,7.50
Jalisco: Mercado Felipe Ángeles de Guadalajara,Plátano Tabasco,7.50,Kilogramo,7.50,Primera,Colima,,7.50
México: Central de Abasto de Toluca,Plátano Tabasco,90.00,Caja de 18 kg.,85.00,Primera,Tabasco,,90.00
Michoacán: Mercado de Abasto de Morelia,Plátano Tabasco,5.50,Kilogramo,5.00,Primera,Colima,,5.50
Michoacán: Mercado de Abasto de Morelia,Plátano Tabasco,5.00,Kilogramo,4.50,Primera,Michoacán,,5.00
Morelos: Central de Abasto de Cuautla,Plátano Tabasco,80.00,Caja de 18 kg.,80.00,Primera,Tabasco,,90.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Plátano Tabasco,9.00,Kilogramo,6.00,Primera,Jalisco,,9.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Plátano Tabasco,110.00,Caja de 18 kg.,110.00,Primera,Tabasco,,120.00
Puebla: Central de Abasto de Puebla,Plátano Tabasco,6.50,Kilogramo,6.00,Primera,Tabasco,,6.50
Querétaro: Mercado de Abasto de Querétaro,Plátano Tabasco,6.20,Kilogramo,5.90,Primera,Colima,,6.20
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Plátano Tabasco,165.00,Caja de 18 kg.,165.00,Primera,Distrito Federal,,165.00
Quintana Roo: Módulo de Abasto Cancún,Plátano Tabasco,14.00,Kilogramo,14.00,Primera,Distrito Federal,,14.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Plátano Tabasco,3.75,Kilogramo,3.50,Primera,Colima,,4.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Plátano Tabasco,105.00,Caja de 20 kg.,105.00,Primera,Tabasco,,110.00
Tabasco: Central de Abasto de Villahermosa,Plátano Tabasco,4.60,Kilogramo,4.00,Primera,Tabasco,,5.00
Tamaulipas: Módulo de Abasto de Reynosa,Plátano Tabasco,150.00,Caja de 18 kg.,145.00,Primera,Nuevo León,,150.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Plátano Tabasco,9.00,Kilogramo,7.00,Primera,Tabasco,,10.00
Veracruz: Central de Abasto de Jalapa,Plátano Tabasco,6.50,Kilogramo,6.00,Primera,Tabasco,,6.50
Veracruz: Central de Abasto de Minatitlán,Plátano Tabasco,7.50,Kilogramo,7.00,Primera,Tabasco,,7.50
Zacatecas: Mercado de Abasto de Zacatecas,Plátano Tabasco,6.50,Kilogramo,6.50,Primera,Colima,,6.50
Chihuahua: Central de Abasto de Chihuahua,Sandía Negra,6.00,Kilogramo,6.00,Primera,Sinaloa,,6.00
Baja California Sur: Unión de Comerciantes de La Paz,Sandía Rayada,5.00,Kilogramo,4.50,Primera,Baja California Sur,,5.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Sandía Rayada,5.00,Kilogramo,5.00,Primera,Sonora,,5.00
"Durango: Central de Abasto ""Francisco Villa""",Sandía Rayada,5.00,Kilogramo,5.00,Primera,Sinaloa,,5.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Sandía Rayada,6.00,Kilogramo,6.00,Primera,Jalisco,,7.00
Michoacán: Mercado de Abasto de Morelia,Sandía Rayada,6.00,Kilogramo,5.50,Primera,Chihuahua,,6.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Sandía Rayada,10.00,Kilogramo,8.00,Primera,Zacatecas,,12.00
Querétaro: Mercado de Abasto de Querétaro,Sandía Rayada,6.00,Kilogramo,5.00,Primera,Chihuahua,,6.50
Quintana Roo: Módulo de Abasto Cancún,Sandía Rayada,9.50,Kilogramo,9.50,Primera,Distrito Federal,,9.50
Sinaloa: Central de Abasto de Culiacán,Sandía Rayada,4.00,Kilogramo,4.00,Primera,Jalisco,,4.00
Tamaulipas: Módulo de Abasto de Reynosa,Sandía Rayada,7.00,Kilogramo,6.00,Primera,Nuevo León,,7.00
Veracruz: Central de Abasto de Minatitlán,Sandía Rayada,7.00,Kilogramo,6.00,Primera,Veracruz,,7.00
Veracruz: Mercado Malibrán,Sandía Rayada,7.00,Kilogramo,6.00,Primera,Guerrero,,7.00
Zacatecas: Mercado de Abasto de Zacatecas,Sandía Rayada,6.00,Kilogramo,6.00,Primera,Sinaloa,,6.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Sandía Sangría,6.00,Kilogramo,5.50,Primera,Sinaloa,,6.50
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Sandía Sangría,9.00,Kilogramo,8.00,Primera,Distrito Federal,,9.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Sandía Sangría,6.40,Kilogramo,6.20,Primera,Chihuahua,,6.50
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Sandía Sangría,4.00,Kilogramo,4.00,Primera,Oaxaca,,5.00
DF: Central de Abasto de Iztapalapa DF,Sandía Sangría,7.50,Kilogramo,7.00,Primera,Sonora,,8.00
"Durango: Central de Abasto ""Francisco Villa""",Sandía Sangría,6.00,Kilogramo,6.00,Primera,Chihuahua,,6.50
Durango: Centro de Distribución y Abasto de Gómez Palacio,Sandía Sangría,6.40,Kilogramo,6.20,Primera,Chihuahua,,6.50
Guanajuato: Central de Abasto de León,Sandía Sangría,4.00,Kilogramo,3.00,Primera,Guanajuato,,4.00
Guanajuato: Módulo de Abasto Irapuato,Sandía Sangría,5.00,Kilogramo,5.00,Primera,Guanajuato,,6.00
Guerrero: Central de Abastos de Acapulco,Sandía Sangría,6.50,Kilogramo,6.50,Primera,Puebla,,6.50
Hidalgo: Central de Abasto de Pachuca,Sandía Sangría,6.00,Kilogramo,5.00,Primera,Sonora,,6.00
Jalisco: Mercado de Abasto de Guadalajara,Sandía Sangría,7.80,Kilogramo,7.80,Primera,Sonora,,8.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Sandía Sangría,9.00,Kilogramo,9.00,Primera,Sonora,,9.00
México: Central de Abasto de Ecatepec,Sandía Sangría,6.00,Kilogramo,6.00,Primera,Sinaloa,,6.50
México: Central de Abasto de Toluca,Sandía Sangría,6.00,Kilogramo,5.50,Primera,Coahuila,,6.50
Michoacán: Mercado de Abasto de Morelia,Sandía Sangría,6.00,Kilogramo,5.50,Primera,Sinaloa,,6.00
Morelos: Central de Abasto de Cuautla,Sandía Sangría,6.00,Kilogramo,6.00,Primera,Sonora,,7.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Sandía Sangría,6.00,Kilogramo,5.50,Primera,Chihuahua,,6.00
Puebla: Central de Abasto de Puebla,Sandía Sangría,6.00,Kilogramo,5.50,Primera,Sonora,,6.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Sandía Sangría,6.00,Kilogramo,6.00,Primera,Distrito Federal,,6.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Sandía Sangría,5.50,Kilogramo,5.00,Primera,Nayarit,,6.00
