destino,producto,precio,presentacion,pMin,calidad,origen,obs,pMax
Sonora: Central de Abasto de Cd. Obregón,Limón c/semilla # 4,12.00,Kilogramo,12.00,Primera,Colima,,12.00
"Durango: Central de Abasto ""Francisco Villa""",Kiwi,350.00,Caja de 8 kg.,350.00,Primera,Importación,Chile.,370.00
Jalisco: Mercado de Abasto de Guadalajara,Kiwi,350.00,Caja de 10 kg.,350.00,Primera,Importación,,370.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Kiwi,380.00,Caja de 10 kg.,380.00,Primera,Importación,,380.00
México: Central de Abasto de Toluca,Kiwi,380.00,Caja de 9 kg.,360.00,Primera,Importación,,380.00
Michoacán: Mercado de Abasto de Morelia,Kiwi,350.00,Caja de 9 kg.,340.00,Primera,Importación,,350.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Kiwi,380.00,Caja de 10 kg.,320.00,Primera,Importación,,400.00
Puebla: Central de Abasto de Puebla,Kiwi,360.00,Caja de 10 kg.,355.00,Primera,Importación,,360.00
Querétaro: Mercado de Abasto de Querétaro,Kiwi,420.00,Caja de 10 kg.,400.00,Primera,Importación,,450.00
Quintana Roo: Módulo de Abasto Cancún,Kiwi,45.00,Kilogramo,45.00,Primera,Distrito Federal,,45.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Kiwi,385.00,Caja de 10 kg.,380.00,Primera,Importación,,390.00
Veracruz: Central de Abasto de Jalapa,Kiwi,440.00,Caja de 10 kg.,440.00,Primera,Importación,,450.00
Yucatán: Central de Abasto de Mérida,Kiwi,450.00,Caja de 10 kg.,430.00,Primera,Distrito Federal,,450.00
Yucatán: Centro Mayorista Oxkutzcab,Kiwi,500.00,Caja de 10 kg.,500.00,Primera,Distrito Federal,,500.00
Zacatecas: Mercado de Abasto de Zacatecas,Kiwi,350.00,Caja de 10 kg.,350.00,Primera,Jalisco,,350.00
Guanajuato: Central de Abasto de León,Lima,8.00,Kilogramo,7.00,Primera,Jalisco,,8.00
Guanajuato: Módulo de Abasto Irapuato,Lima,7.00,Kilogramo,7.00,Primera,Veracruz,,8.00
Jalisco: Mercado de Abasto de Guadalajara,Lima,8.50,Kilogramo,8.50,Primera,Jalisco,,9.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Lima,9.50,Kilogramo,9.50,Primera,Jalisco,,9.50
Querétaro: Mercado de Abasto de Querétaro,Lima,7.00,Kilogramo,7.00,Primera,Veracruz,,8.00
Quintana Roo: Módulo de Abasto Cancún,Lima,10.00,Kilogramo,10.00,Primera,Distrito Federal,,10.00
Yucatán: Central de Abasto de Mérida,Lima,150.00,Caja de 20 kg.,150.00,Primera,Yucatán,,150.00
Yucatán: Centro Mayorista Oxkutzcab,Lima,130.00,Caja de 20 kg.,130.00,Primera,Yucatán,,130.00
"Yucatán: Mercado ""Casa del Pueblo""",Lima,180.00,Caja de 20 kg.,160.00,Primera,Yucatán,,180.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Limón s/semilla,80.00,Caja de 30 kg.,60.00,Primera,Campeche,,80.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Limón s/semilla,8.40,Kilogramo,8.00,Primera,Veracruz,,8.50
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Limón s/semilla,4.00,Kilogramo,4.00,Primera,Chiapas,,5.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Limón s/semilla,5.00,Kilogramo,5.00,Primera,Tabasco,,6.00
DF: Central de Abasto de Iztapalapa DF,Limón s/semilla,110.00,Arpilla de 20 kg.,100.00,Primera,Veracruz,,120.00
"Durango: Central de Abasto ""Francisco Villa""",Limón s/semilla,9.50,Kilogramo,9.00,Primera,Jalisco,,9.50
Durango: Centro de Distribución y Abasto de Gómez Palacio,Limón s/semilla,8.50,Kilogramo,8.00,Primera,Veracruz,,8.60
Jalisco: Mercado de Abasto de Guadalajara,Limón s/semilla,275.00,Caja de 25 kg.,275.00,Primera,Veracruz,,280.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Limón s/semilla,290.00,Caja de 25 kg.,290.00,Primera,Veracruz,,290.00
Michoacán: Mercado de Abasto de Morelia,Limón s/semilla,220.00,Arpilla de 30 kg.,210.00,Primera,Michoacán,,220.00
Morelos: Central de Abasto de Cuautla,Limón s/semilla,110.00,Arpilla de 20 kg.,100.00,Primera,Veracruz,,120.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Limón s/semilla,11.00,Kilogramo,4.00,Primera,Jalisco,,11.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Limón s/semilla,8.00,Kilogramo,3.00,Primera,Nayarit,,8.00
Puebla: Central de Abasto de Puebla,Limón s/semilla,4.50,Kilogramo,4.00,Primera,Veracruz,,4.50
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Limón s/semilla,115.00,Arpilla de 20 kg.,115.00,Primera,Quintana Roo,,115.00
Tabasco: Central de Abasto de Villahermosa,Limón s/semilla,75.00,Arpilla de 25 kg.,70.00,Primera,Tabasco,,80.00
Tamaulipas: Módulo de Abasto de Reynosa,Limón s/semilla,170.00,Caja de 14 kg.,170.00,Primera,Nuevo León,,180.00
Veracruz: Central de Abasto de Jalapa,Limón s/semilla,6.00,Kilogramo,5.50,Primera,Veracruz,,6.00
Veracruz: Central de Abasto de Minatitlán,Limón s/semilla,120.00,Arpilla de 20 kg.,110.00,Primera,Veracruz,,120.00
Veracruz: Mercado Malibrán,Limón s/semilla,80.00,Arpilla de 20 kg.,75.00,Primera,Veracruz,,80.00
Yucatán: Central de Abasto de Mérida,Limón s/semilla,70.00,Caja de 20 kg.,70.00,Primera,Yucatán,,80.00
Yucatán: Centro Mayorista Oxkutzcab,Limón s/semilla,55.00,Caja de 20 kg.,55.00,Primera,Yucatán,,55.00
"Yucatán: Mercado ""Casa del Pueblo""",Limón s/semilla,50.00,Caja de 20 kg.,50.00,Primera,Yucatán,,60.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Mandarina,5.00,Kilogramo,4.50,Primera,Veracruz,,5.50
"Baja California : Central de Abasto INDIA, Tijuana",Mandarina,180.00,Caja de 22 kg.,180.00,Primera,Veracruz,,180.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Mandarina,70.00,Caja de 20 kg.,70.00,Primera,Yucatán,,80.00
DF: Central de Abasto de Iztapalapa DF,Mandarina,110.00,Caja de 35 kg.,100.00,Primera,Veracruz,,120.00
"Durango: Central de Abasto ""Francisco Villa""",Mandarina,6.80,Kilogramo,6.80,Primera,Veracruz,,7.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Mandarina,4.50,Kilogramo,3.00,Primera,Veracruz,,4.50
Guerrero: Central de Abastos de Acapulco,Mandarina,6.00,Kilogramo,6.00,Primera,Puebla,,6.00
Jalisco: Mercado de Abasto de Guadalajara,Mandarina,130.00,Caja de 28 kg.,130.00,Primera,Veracruz,,135.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Mandarina,145.00,Caja de 28 kg.,145.00,Primera,Veracruz,,145.00
México: Central de Abasto de Ecatepec,Mandarina,3.00,Kilogramo,3.00,Primera,Veracruz,,3.50
México: Central de Abasto de Toluca,Mandarina,4.00,Kilogramo,3.80,Primera,Veracruz,FREMON,4.20
Michoacán: Mercado de Abasto de Morelia,Mandarina,5.00,Kilogramo,4.50,Primera,Veracruz,,5.00
Michoacán: Mercado de Abasto de Morelia,Mandarina,150.00,Caja de 32 kg.,140.00,Primera,Veracruz,,150.00
Morelos: Central de Abasto de Cuautla,Mandarina,120.00,Caja de 35 kg.,100.00,Primera,Veracruz,fremont,120.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Mandarina,6.00,Kilogramo,5.50,Primera,Nuevo León,,6.00
Puebla: Central de Abasto de Puebla,Mandarina,125.00,Caja de 30 kg.,120.00,Primera,Veracruz,,125.00
Querétaro: Mercado de Abasto de Querétaro,Mandarina,5.00,Kilogramo,4.80,Primera,Veracruz,,6.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Mandarina,300.00,Caja de 20 kg.,300.00,Primera,Puebla,,300.00
Quintana Roo: Módulo de Abasto Cancún,Mandarina,15.00,Kilogramo,15.00,Primera,Distrito Federal,,15.00
Sonora: Central de Abasto de Cd. Obregón,Mandarina,170.00,Caja de 24 kg.,170.00,Primera,Veracruz,,170.00
Tamaulipas: Módulo de Abasto de Reynosa,Mandarina,160.00,Caja de 20 kg.,150.00,Primera,Nuevo León,,160.00
Veracruz: Central de Abasto de Minatitlán,Mandarina,150.00,Caja de 25 kg.,140.00,Primera,Veracruz,,150.00
Veracruz: Mercado Malibrán,Mandarina,150.00,Caja de 25 kg.,130.00,Primera,Veracruz,,150.00
Yucatán: Central de Abasto de Mérida,Mandarina,260.00,Caja de 30 kg.,260.00,Primera,Distrito Federal,,280.00
Yucatán: Central de Abasto de Mérida,Mandarina,40.00,Caja de 20 kg.,40.00,Primera,Yucatán,,40.00
Yucatán: Centro Mayorista Oxkutzcab,Mandarina,380.00,Caja de 30 kg.,380.00,Primera,Distrito Federal,,380.00
Yucatán: Centro Mayorista Oxkutzcab,Mandarina,25.00,Caja de 20 kg.,25.00,Primera,Yucatán,,25.00
"Yucatán: Mercado ""Casa del Pueblo""",Mandarina,40.00,Caja de 20 kg.,40.00,Primera,Yucatán,,40.00
"Durango: Central de Abasto ""Francisco Villa""",Mandarina Mónica,9.00,Kilogramo,8.50,Primera,Veracruz,,9.50
Sinaloa: Central de Abasto de Culiacán,Mandarina Mónica,7.00,Kilogramo,7.00,Primera,Jalisco,,7.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Mamey,20.00,Kilogramo,18.00,Primera,Chiapas,,20.00
Jalisco: Mercado de Abasto de Guadalajara,Mamey,420.00,Caja de 30 kg.,420.00,Primera,Chiapas,,425.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Mamey,435.00,Caja de 30 kg.,435.00,Primera,Chiapas,,435.00
México: Central de Abasto de Toluca,Mamey,22.00,Kilogramo,22.00,Primera,Yucatán,,23.00
Michoacán: Mercado de Abasto de Morelia,Mamey,440.00,Caja de 28 kg.,430.00,Primera,Michoacán,,440.00
Michoacán: Mercado de Abasto de Morelia,Mamey,470.00,Caja de 28 kg.,460.00,Primera,Yucatán,,470.00
Puebla: Central de Abasto de Puebla,Mamey,240.00,Caja de 20 kg.,235.00,Primera,Oaxaca,,240.00
"Baja California : Central de Abasto INDIA, Tijuana",Lechuga Romanita mediana,320.00,Caja de 24 pzas.,320.00,Primera,Importación,,320.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Lechuga Romanita mediana,5.00,Pieza,5.00,Primera,Puebla,,7.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Lechuga Romanita mediana,219.00,Caja de 24 pzas.,219.00,Primera,Guanajuato,,219.00
"Durango: Central de Abasto ""Francisco Villa""",Lechuga Romanita mediana,66.00,Docena,60.00,Primera,Zacatecas,,72.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Lechuga Romanita mediana,45.00,Docena,40.00,Primera,Guanajuato,,50.00
Guerrero: Central de Abastos de Acapulco,Lechuga Romanita mediana,7.00,Pieza,7.00,Primera,Puebla,,7.00
Hidalgo: Central de Abasto de Pachuca,Lechuga Romanita mediana,72.00,Docena,60.00,Primera,Hidalgo,,72.00
Michoacán: Mercado de Abasto de Morelia,Lechuga Romanita mediana,55.00,Docena,50.00,Primera,Guanajuato,,55.00
Michoacán: Mercado de Abasto de Morelia,Lechuga Romanita mediana,55.00,Docena,50.00,Primera,Michoacán,,55.00
Morelos: Central de Abasto de Cuautla,Lechuga Romanita mediana,90.00,Docena,90.00,Primera,Puebla,,100.00
Puebla: Central de Abasto de Puebla,Lechuga Romanita mediana,55.00,Docena,50.00,Primera,Puebla,,55.00
Sonora: Central de Abasto de Cd. Obregón,Lechuga Romanita mediana,250.00,Caja de 24 pzas.,250.00,Primera,Jalisco,,250.00
Tamaulipas: Módulo de Abasto de Reynosa,Lechuga Romanita mediana,160.00,Caja de 21 kg.,150.00,Primera,Nuevo León,,160.00
Veracruz: Central de Abasto de Jalapa,Lechuga Romanita mediana,65.00,Docena,60.00,Primera,Puebla,,65.00
Veracruz: Central de Abasto de Minatitlán,Lechuga Romanita mediana,6.50,Pieza,4.00,Primera,Puebla,,6.50
Chihuahua: Central de Abasto de Chihuahua,Limón c/semilla sin clasificación,280.00,Caja de 20 kg.,280.00,Primera,Colima,,350.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Limón c/semilla sin clasificación,214.00,Caja de 15 kg.,214.00,Primera,Colima,,214.00
Guanajuato: Módulo de Abasto Irapuato,Limón c/semilla sin clasificación,12.00,Kilogramo,11.00,Primera,Michoacán,,12.00
Hidalgo: Central de Abasto de Pachuca,Limón c/semilla sin clasificación,120.00,Caja de 20 kg.,120.00,Primera,Michoacán,,140.00
México: Central de Abasto de Toluca,Limón c/semilla sin clasificación,5.00,Kilogramo,5.00,Primera,Michoacán,,5.50
Michoacán: Mercado de Abasto de Morelia,Limón c/semilla sin clasificación,250.00,Arpilla de 30 kg.,240.00,Primera,Michoacán,,250.00
Quintana Roo: Módulo de Abasto Cancún,Limón c/semilla sin clasificación,7.50,Kilogramo,7.50,Primera,Distrito Federal,,7.50
Tabasco: Central de Abasto de Villahermosa,Limón c/semilla sin clasificación,240.00,Caja de 25 kg.,220.00,Primera,Colima,,250.00
Veracruz: Central de Abasto de Jalapa,Limón c/semilla sin clasificación,155.00,Arpilla de 20 kg.,150.00,Primera,Veracruz,,155.00
Veracruz: Central de Abasto de Minatitlán,Limón c/semilla sin clasificación,180.00,Arpilla de 20 kg.,170.00,Primera,Veracruz,,180.00
Veracruz: Mercado Malibrán,Limón c/semilla sin clasificación,180.00,Caja de 20 kg.,160.00,Primera,Colima,,180.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Mandarina Tangerina,7.40,Kilogramo,7.00,Primera,Veracruz,,7.50
Chihuahua: Central de Abasto de Chihuahua,Mandarina Tangerina,9.00,Kilogramo,9.00,Primera,Sonora,,9.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Mandarina Tangerina,9.00,Kilogramo,9.00,Primera,Sonora,,9.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Mandarina Tangerina,7.40,Kilogramo,7.00,Primera,Veracruz,,7.50
Sinaloa: Central de Abasto de Culiacán,Mandarina Tangerina,10.00,Kilogramo,10.00,Primera,Jalisco,,10.00
DF: Central de Abasto de Iztapalapa DF,Jícama mediana,100.00,Arpilla de 20 kg.,90.00,Primera,Guanajuato,,110.00
Guanajuato: Central de Abasto de León,Mango Manila,240.00,Caja de 30 kg.,230.00,Primera,Guerrero,,240.00
Guanajuato: Módulo de Abasto Irapuato,Mango Manila,550.00,Caja de 30 kg.,540.00,Primera,Guerrero,,550.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Mango Manila,350.00,Caja de 28 kg.,350.00,Primera,Distrito Federal,,350.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Mango Oro,195.00,Caja de 28 kg.,195.00,Primera,Distrito Federal,,195.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Mango Tommy,185.00,Caja de 28 kg.,185.00,Primera,Distrito Federal,,185.00
Tamaulipas: Módulo de Abasto de Reynosa,Mango Tommy,260.00,Caja de 27 kg.,250.00,Primera,Nuevo León,,260.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Manzana Golden Delicious,160.00,Caja de 18 kg.,155.00,Primera,Chihuahua,A GRANEL,165.00
Aguascalientes: Centro Comercial Agropecuario de Aguascalientes,Manzana Golden Delicious,420.00,Caja de 18 kg.,415.00,Primera,Importación,,425.00
"Baja California : Central de Abasto INDIA, Tijuana",Manzana Golden Delicious,350.00,Caja de 18 kg.,350.00,Primera,Importación,,350.00
Baja California Sur: Unión de Comerciantes de La Paz,Manzana Golden Delicious,495.00,Caja de 18 kg.,495.00,Primera,Baja California,,500.00
"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",Manzana Golden Delicious,540.00,Caja de 20 kg.,520.00,Primera,Distrito Federal,,540.00
"Coahuila: Central de Abasto de La Laguna, Torreón",Manzana Golden Delicious,12.40,Kilogramo,12.00,Primera,Chihuahua,,12.50
"Coahuila: Central de Abasto de La Laguna, Torreón",Manzana Golden Delicious,525.00,Caja de 18 kg.,520.00,Primera,Importación,,526.00
Chiapas: Central de Abasto de Tuxtla Gutiérrez,Manzana Golden Delicious,28.00,Kilogramo,28.00,Primera,Distrito Federal,,29.00
Chihuahua: Central de Abasto de Chihuahua,Manzana Golden Delicious,288.00,Caja de 18 kg.,288.00,Primera,Chihuahua,,288.00
Chihuahua: Mercado de Abasto de Cd. Juárez,Manzana Golden Delicious,360.00,Caja de 18 kg.,360.00,Primera,Importación,ORIGEN E.U.A.,360.00
DF: Central de Abasto de Iztapalapa DF,Manzana Golden Delicious,360.00,Caja de 19 kg.,340.00,Primera,Chihuahua,,370.00
DF: Central de Abasto de Iztapalapa DF,Manzana Golden Delicious,580.00,Caja de 17 kg.,560.00,Primera,Importación,,600.00
"Durango: Central de Abasto ""Francisco Villa""",Manzana Golden Delicious,280.00,Reja de 20 kg.,280.00,Primera,Chihuahua,,280.00
"Durango: Central de Abasto ""Francisco Villa""",Manzana Golden Delicious,190.00,Caja de 20 kg.,190.00,Primera,Durango,Variedad Winter Banana.,195.00
"Durango: Central de Abasto ""Francisco Villa""",Manzana Golden Delicious,550.00,Caja de 20 kg.,500.00,Primera,Importación,U.S.A.,550.00
Durango: Centro de Distribución y Abasto de Gómez Palacio,Manzana Golden Delicious,12.50,Kilogramo,12.00,Primera,Chihuahua,,12.60
Durango: Centro de Distribución y Abasto de Gómez Palacio,Manzana Golden Delicious,523.00,Caja de 18 kg.,520.00,Primera,Importación,,525.00
Guanajuato: Central de Abasto de León,Manzana Golden Delicious,390.00,Caja de 20 kg.,390.00,Primera,Importación,,400.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Manzana Golden Delicious,13.00,Kilogramo,12.50,Primera,Chihuahua,,14.00
"Guanajuato: Mercado de Abasto de Celaya (""Benito Juárez"")",Manzana Golden Delicious,500.00,Caja de 20 kg.,450.00,Primera,Importación,,500.00
Guanajuato: Módulo de Abasto Irapuato,Manzana Golden Delicious,14.00,Kilogramo,14.00,Primera,Chihuahua,,15.00
Guerrero: Central de Abastos de Acapulco,Manzana Golden Delicious,17.50,Kilogramo,17.50,Primera,Distrito Federal,,17.50
Hidalgo: Central de Abasto de Pachuca,Manzana Golden Delicious,300.00,Caja de 18 kg.,280.00,Primera,Chihuahua,CHAROLA,300.00
Hidalgo: Central de Abasto de Pachuca,Manzana Golden Delicious,440.00,Caja de 19 kg.,440.00,Primera,Importación,USA,450.00
Jalisco: Mercado de Abasto de Guadalajara,Manzana Golden Delicious,480.00,Caja de 17 kg.,480.00,Primera,Importación,USA,485.00
Jalisco: Mercado Felipe Ángeles de Guadalajara,Manzana Golden Delicious,495.00,Caja de 17 kg.,495.00,Primera,Importación,USA,495.00
México: Central de Abasto de Ecatepec,Manzana Golden Delicious,520.00,Caja de 18 kg.,520.00,Primera,Distrito Federal,NUMERO 100 IMPORTADA,550.00
México: Central de Abasto de Toluca,Manzana Golden Delicious,550.00,Caja de 20 kg.,530.00,Primera,Chihuahua,,550.00
Michoacán: Mercado de Abasto de Morelia,Manzana Golden Delicious,350.00,Caja de 20 kg.,340.00,Primera,Chihuahua,,350.00
Michoacán: Mercado de Abasto de Morelia,Manzana Golden Delicious,600.00,Caja de 20 kg.,590.00,Primera,Importación,,600.00
Morelos: Central de Abasto de Cuautla,Manzana Golden Delicious,550.00,Caja de 17 kg.,500.00,Primera,Importación,,550.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Manzana Golden Delicious,28.00,Kilogramo,20.00,Primera,Importación,,28.00
Nayarit: Mercado de abasto 'Adolfo López Mateos' de Tepic,Manzana Golden Delicious,470.00,Caja de 20 kg.,400.00,Primera,Importación,,470.00
"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Manzana Golden Delicious,580.00,Caja de 18 kg.,550.00,Primera,Importación,,600.00
Puebla: Central de Abasto de Puebla,Manzana Golden Delicious,370.00,Caja de 18 kg.,365.00,Primera,Importación,,370.00
Querétaro: Mercado de Abasto de Querétaro,Manzana Golden Delicious,15.00,Kilogramo,15.00,Primera,Chihuahua,,16.00
Querétaro: Mercado de Abasto de Querétaro,Manzana Golden Delicious,620.00,Caja de 20 kg.,600.00,Primera,Importación,,650.00
"Quintana Roo: Mercado de Chetumal, Quintana Roo",Manzana Golden Delicious,475.00,Caja de 20 kg.,475.00,Primera,Distrito Federal,,475.00
Quintana Roo: Módulo de Abasto Cancún,Manzana Golden Delicious,27.00,Kilogramo,27.00,Primera,Distrito Federal,,27.00
San Luis Potosí: Centro de Abasto de San Luis Potosí,Manzana Golden Delicious,495.00,Caja de 18 kg.,490.00,Primera,Importación,,500.00
Sinaloa: Central de Abasto de Culiacán,Manzana Golden Delicious,25.00,Kilogramo,25.00,Primera,Jalisco,,25.00
Sonora: Central de Abasto de Cd. Obregón,Manzana Golden Delicious,440.00,Caja de 18 kg.,440.00,Primera,Importación,,440.00
"Sonora: Mercado de Abasto ""Francisco I. Madero"" de Hermosillo",Manzana Golden Delicious,470.00,Caja de 18 kg.,450.00,Primera,Importación,,480.00
Tabasco: Central de Abasto de Villahermosa,Manzana Golden Delicious,540.00,Caja de 20 kg.,520.00,Primera,Importación,,560.00
Tamaulipas: Módulo de Abasto de Reynosa,Manzana Golden Delicious,440.00,Caja de 18 kg.,430.00,Primera,Nuevo León,,450.00
"Tamaulipas: Módulo de Abasto de Tampico, Madero y Altamira",Manzana Golden Delicious,500.00,Caja de 20 kg.,490.00,Primera,Chihuahua,,500.00
Veracruz: Central de Abasto de Jalapa,Manzana Golden Delicious,485.00,Caja de 20 kg.,480.00,Primera,Importación,,485.00
Veracruz: Central de Abasto de Minatitlán,Manzana Golden Delicious,510.00,Caja de 20 kg.,500.00,Primera,Puebla,,510.00
Veracruz: Mercado Malibrán,Manzana Golden Delicious,600.00,Caja de 18 kg.,580.00,Primera,Distrito Federal,,600.00
Yucatán: Central de Abasto de Mérida,Manzana Golden Delicious,420.00,Caja de 20 kg.,400.00,Primera,Distrito Federal,,440.00
Yucatán: Centro Mayorista Oxkutzcab,Manzana Golden Delicious,480.00,Caja de 20 kg.,480.00,Primera,Distrito Federal,,480.00
"Yucatán: Mercado ""Casa del Pueblo""",Manzana Golden Delicious,580.00,Caja de 20 kg.,570.00,Primera,Distrito Federal,,580.00
Zacatecas: Mercado de Abasto de Zacatecas,Manzana Golden Delicious,340.00,Caja de 18 kg.,340.00,Primera,Importación,,340.00
"Baja California : Central de Abasto INDIA, Tijuana",Manzana Starking,440.00,Caja de 18 kg.,440.00,Primera,Importación,,440.00
